GTIN13;BU;Project Code;Commited Qty
139580;Store 12;Project 2024_03;650
139465;Store 15;Project 2023_01;500
139475;Store 9;Project 2022_02;950
139553;Store 5;Project 2023_01;450
139314;Store 5;Project 2024_01;570
139577;Store 7;Project 2022_02;915
139602;Store 13;Project 2022_01;2800
139618;Store 10;Project 2022_01;309
139605;Store 14;Project 2024_02;206
139495;Store 15;Project 2022_03;13000
139482;Store 4;Project 2022_01;8000
139351;Store 8;Project 2023_03;5500
139590;Store 7;Project 2023_03;6500
139471;Store 14;Project 2023_01;7000
139529;Store 10;Project 2023_03;14500
139379;Store 10;Project 2022_03;8000
139523;Store 1;Project 2022_01;9500
139384;Store 3;Project 2023_01;8500
139314;Store 3;Project 2024_01;7000
139535;Store 2;Project 2023_01;6500
139524;Store 14;Project 2023_03;5000
139456;Store 3;Project 2023_01;5500
139485;Store 3;Project 2022_01;7000
139579;Store 7;Project 2023_01;5000
139316;Store 7;Project 2022_02;5000
139327;Store 3;Project 2024_03;3000
139547;Store 11;Project 2024_02;10000
139404;Store 4;Project 2022_02;8000
139547;Store 1;Project 2024_02;3000
139538;Store 11;Project 2024_03;3000
139635;Store 16;Project 2024_02;6000
139461;Store 16;Project 2024_02;4000
139372;Store 1;Project 2024_03;5000
139412;Store 2;Project 2022_01;4000
139341;Store 14;Project 2024_02;4000
139464;Store 16;Project 2023_01;5000
139627;Store 6;Project 2022_02;7000
139510;Store 9;Project 2022_02;4500
139535;Store 4;Project 2022_03;5000
139323;Store 16;Project 2022_02;4000
139430;Store 3;Project 2023_02;5000
139504;Store 13;Project 2022_03;4000
139417;Store 3;Project 2022_02;4000
139579;Store 12;Project 2022_03;5000
139401;Store 3;Project 2023_01;5000
139445;Store 4;Project 2024_03;3000
139348;Store 1;Project 2024_03;4000
139618;Store 14;Project 2024_03;5000
139563;Store 10;Project 2023_02;6000
139340;Store 5;Project 2024_02;5000
139338;Store 3;Project 2024_03;4000
139588;Store 4;Project 2022_01;4000
139592;Store 8;Project 2024_02;3000
139415;Store 14;Project 2023_01;8000
139552;Store 16;Project 2023_02;8000
139630;Store 11;Project 2022_01;15000
139340;Store 9;Project 2023_03;4000
139528;Store 7;Project 2024_02;4000
139359;Store 9;Project 2024_03;5000
139444;Store 7;Project 2022_03;25000
139598;Store 11;Project 2023_02;20000
139594;Store 11;Project 2023_01;40000
139574;Store 15;Project 2024_01;20000
139347;Store 7;Project 2023_03;5000
139592;Store 12;Project 2022_01;22200
139397;Store 6;Project 2022_01;5000
139642;Store 1;Project 2022_01;3000
139641;Store 14;Project 2023_02;10000
139377;Store 8;Project 2024_03;4000
139453;Store 3;Project 2022_03;5000
139530;Store 8;Project 2023_02;6000
139416;Store 11;Project 2022_01;5000
139552;Store 9;Project 2024_02;1
139412;Store 8;Project 2024_02;15000
139342;Store 10;Project 2024_02;3000
139580;Store 12;Project 2023_03;3000
139635;Store 15;Project 2022_02;3000
139551;Store 8;Project 2022_02;1
139437;Store 1;Project 2022_01;5000
139500;Store 1;Project 2024_03;3000
139392;Store 3;Project 2022_02;780
139641;Store 1;Project 2023_02;375
139432;Store 3;Project 2024_03;532
139638;Store 3;Project 2022_02;237
139417;Store 9;Project 2023_02;380
139370;Store 16;Project 2024_03;237
139413;Store 15;Project 2024_01;5390
139557;Store 13;Project 2023_03;4073
139377;Store 15;Project 2022_03;4338
139407;Store 14;Project 2022_01;1046
139408;Store 15;Project 2022_03;8000
139447;Store 3;Project 2024_03;10000
139585;Store 2;Project 2024_01;5500
139525;Store 15;Project 2023_01;10500
139530;Store 14;Project 2024_01;6500
139311;Store 14;Project 2022_03;19000
139364;Store 16;Project 2023_03;17000
139416;Store 5;Project 2022_02;17000
139622;Store 6;Project 2022_03;6000
139641;Store 6;Project 2022_03;10000
139518;Store 8;Project 2023_01;25000
139481;Store 1;Project 2024_03;6500
139565;Store 1;Project 2022_03;5000
139619;Store 10;Project 2024_01;4000
139557;Store 3;Project 2024_03;7000
139337;Store 16;Project 2023_01;10000
139383;Store 11;Project 2024_03;5000
139403;Store 7;Project 2022_02;3000
139525;Store 9;Project 2023_03;13000
139490;Store 8;Project 2023_03;20000
139445;Store 13;Project 2024_01;2000
139464;Store 14;Project 2023_02;2500
139529;Store 14;Project 2022_01;3000
139409;Store 5;Project 2024_03;5000
139320;Store 10;Project 2023_01;5000
139371;Store 2;Project 2023_03;2500
139512;Store 2;Project 2023_01;3000
139302;Store 9;Project 2022_02;5000
139532;Store 8;Project 2022_02;3000
139507;Store 7;Project 2023_01;17000
139410;Store 13;Project 2023_03;15000
139314;Store 3;Project 2024_01;2400
139452;Store 4;Project 2023_03;2000
139308;Store 8;Project 2023_02;4000
139504;Store 2;Project 2022_01;2500
139471;Store 6;Project 2022_01;2000
139533;Store 16;Project 2024_02;4300
139348;Store 12;Project 2023_02;12000
139466;Store 10;Project 2024_01;4500
139554;Store 11;Project 2023_02;3992.8
139482;Store 15;Project 2023_02;8349
139332;Store 3;Project 2022_01;2427.649999999999
139627;Store 7;Project 2024_03;2582.9
139313;Store 10;Project 2024_02;4863.35
139565;Store 13;Project 2022_01;2693.3
139317;Store 4;Project 2023_03;5457.9
139619;Store 6;Project 2022_01;5516.549999999999
139637;Store 12;Project 2022_03;6109.95
139599;Store 8;Project 2024_01;5609.7
139495;Store 13;Project 2022_01;4183.7
139358;Store 12;Project 2024_01;4322.85
139449;Store 15;Project 2023_01;10231.55
139490;Store 11;Project 2022_03;3560.4
139443;Store 3;Project 2024_01;6254.85
139383;Store 6;Project 2022_03;6806.85
139308;Store 10;Project 2023_02;6267.499999999999
139568;Store 7;Project 2023_01;2329.9
139470;Store 2;Project 2024_03;3512.1
139374;Store 5;Project 2024_01;5238.25
139638;Store 4;Project 2023_01;4189.45
139478;Store 4;Project 2024_03;3293.6
139300;Store 2;Project 2022_03;8625
139438;Store 9;Project 2022_03;8813.599999999995
139425;Store 8;Project 2024_03;8547.949999999995
139480;Store 5;Project 2023_02;6773.499999999999
139541;Store 12;Project 2024_02;11585.1
139365;Store 1;Project 2024_02;9967.049999999997
139355;Store 2;Project 2024_01;8891.799999999997
139615;Store 12;Project 2023_03;7967.2
139457;Store 8;Project 2022_01;5210.6500000000015
139422;Store 14;Project 2024_02;6012.2
139392;Store 2;Project 2022_03;5946.6500000000015
139577;Store 3;Project 2024_02;6112.249999999999
139583;Store 1;Project 2022_01;1719.25
139599;Store 6;Project 2022_03;1130.45
139521;Store 7;Project 2023_03;4634.5
139492;Store 3;Project 2022_02;4731.1
139572;Store 14;Project 2022_03;2204.55
139302;Store 12;Project 2024_01;7776.299999999999
139610;Store 8;Project 2024_03;9096.5
139431;Store 2;Project 2024_02;4115.85
139643;Store 8;Project 2024_03;3888.149999999999
139498;Store 15;Project 2024_02;656.65
139505;Store 2;Project 2023_03;1685.9
139610;Store 16;Project 2022_02;2580.6
139565;Store 12;Project 2024_02;1665.2
139588;Store 11;Project 2022_01;530.15
139400;Store 9;Project 2022_03;2166.6
139405;Store 12;Project 2024_02;1475.45
139319;Store 13;Project 2023_01;3849.05
139471;Store 16;Project 2023_02;3246.45
139607;Store 6;Project 2022_03;2167.75
139575;Store 3;Project 2024_03;2523.1
139410;Store 16;Project 2024_02;1690.5
139591;Store 11;Project 2023_01;5806.35
139596;Store 10;Project 2023_02;816.4999999999999
139565;Store 3;Project 2022_02;3443.1
139493;Store 2;Project 2023_02;2144.75
139573;Store 14;Project 2024_03;1166.1
139581;Store 16;Project 2022_03;645.15
139437;Store 6;Project 2022_01;4396.45
139388;Store 10;Project 2022_03;2638.1
139552;Store 2;Project 2024_02;3714.5
139612;Store 4;Project 2023_01;4511.45
139401;Store 7;Project 2024_03;2570.25
139483;Store 1;Project 2023_01;4198.6500000000015
139567;Store 6;Project 2023_03;36000
139428;Store 3;Project 2022_03;1500
139609;Store 2;Project 2023_01;1500
139350;Store 13;Project 2023_03;1500
139430;Store 13;Project 2023_02;1500
139592;Store 2;Project 2024_01;5000
139571;Store 8;Project 2023_02;1000
139616;Store 2;Project 2022_03;2500
139508;Store 12;Project 2023_02;1000
139351;Store 12;Project 2022_02;1500
139598;Store 8;Project 2023_03;1500
139370;Store 6;Project 2023_03;12000
139300;Store 9;Project 2022_01;9000
139358;Store 1;Project 2023_01;1500
139452;Store 12;Project 2023_01;12500
139332;Store 13;Project 2023_03;1500
139573;Store 11;Project 2022_01;1500
139630;Store 11;Project 2023_02;6000
139555;Store 7;Project 2022_03;4200
139367;Store 16;Project 2023_03;7300
139473;Store 11;Project 2023_01;7300
139346;Store 8;Project 2023_03;6000
139430;Store 13;Project 2023_02;3000
139453;Store 16;Project 2022_03;3000
139379;Store 16;Project 2023_01;1500
139502;Store 5;Project 2024_03;1500
139560;Store 4;Project 2022_03;5000
139590;Store 11;Project 2022_01;4500
139564;Store 5;Project 2023_01;5000
139617;Store 4;Project 2023_02;4500
139392;Store 13;Project 2022_03;4000
139324;Store 9;Project 2023_03;1500
139529;Store 2;Project 2023_03;5000
139583;Store 12;Project 2022_02;3500
139445;Store 11;Project 2023_03;3500
139357;Store 8;Project 2022_03;3500
139498;Store 4;Project 2022_02;3500
139385;Store 9;Project 2022_02;1500
139557;Store 1;Project 2022_03;1500
139430;Store 8;Project 2022_01;3500
139356;Store 14;Project 2024_03;3500
139552;Store 14;Project 2024_03;2500
139418;Store 13;Project 2022_02;2500
139368;Store 1;Project 2023_03;1500
139543;Store 6;Project 2022_02;4500
139383;Store 6;Project 2024_03;3500
139401;Store 5;Project 2023_01;3500
139338;Store 9;Project 2023_03;5000
139409;Store 9;Project 2023_03;2500
139394;Store 10;Project 2023_02;2500
139398;Store 11;Project 2022_02;1500
139526;Store 7;Project 2024_01;4370
139474;Store 11;Project 2022_02;14370
139475;Store 4;Project 2023_02;5144
139581;Store 14;Project 2022_03;4570
139380;Store 10;Project 2022_02;4370
139404;Store 11;Project 2023_02;4370
139571;Store 8;Project 2024_01;8870
139310;Store 6;Project 2022_01;2122
139431;Store 10;Project 2022_02;6644
139513;Store 5;Project 2024_02;3222
139420;Store 6;Project 2022_02;5370
139341;Store 11;Project 2022_03;4500
139514;Store 9;Project 2023_03;7500
139421;Store 1;Project 2022_03;3000
139409;Store 15;Project 2022_03;1600
139383;Store 2;Project 2024_02;1800
139323;Store 2;Project 2023_03;5000
139387;Store 10;Project 2022_01;3000
139501;Store 13;Project 2023_02;6000
139626;Store 9;Project 2022_02;6000
139434;Store 8;Project 2023_01;5000
139373;Store 3;Project 2023_03;4000
139467;Store 10;Project 2023_02;6000
139512;Store 14;Project 2024_02;10000
139631;Store 10;Project 2023_03;7000
139399;Store 12;Project 2022_03;4000
139621;Store 15;Project 2022_01;1423
139537;Store 6;Project 2024_01;755
139576;Store 6;Project 2022_03;2835
139373;Store 8;Project 2024_02;666
139366;Store 15;Project 2024_03;523
139543;Store 12;Project 2023_03;1312
139563;Store 14;Project 2022_01;3666
139556;Store 2;Project 2023_03;1902
139595;Store 1;Project 2024_03;5543
139512;Store 5;Project 2022_03;3146
139443;Store 4;Project 2024_02;1426
139572;Store 5;Project 2022_01;2042
139522;Store 2;Project 2024_02;190
139466;Store 11;Project 2024_03;642
139583;Store 1;Project 2023_01;1136
139404;Store 1;Project 2024_03;1433
139614;Store 9;Project 2022_02;10678.9
139561;Store 10;Project 2023_01;7502.6
139602;Store 4;Project 2024_01;3359.149999999999
139316;Store 10;Project 2023_02;2454.1
139444;Store 1;Project 2023_02;24658.3
139361;Store 7;Project 2024_03;17986
139461;Store 11;Project 2024_02;7154.1500000000015
139321;Store 5;Project 2022_03;4716.1500000000015
139609;Store 2;Project 2022_03;12844.41899999999
139536;Store 2;Project 2022_02;12716.838
139520;Store 6;Project 2023_03;6833.437999999998
139425;Store 9;Project 2023_03;4075.622999999999
139608;Store 11;Project 2024_03;4071.068999999999
139333;Store 11;Project 2022_02;2787.6
139614;Store 13;Project 2022_01;1830.8
139511;Store 9;Project 2022_01;1597.35
139579;Store 9;Project 2023_03;13396.35
139400;Store 14;Project 2024_02;7216.249999999999
139583;Store 16;Project 2022_01;52759.7
139638;Store 3;Project 2022_03;36149.1
139522;Store 13;Project 2024_01;4568.95
139570;Store 4;Project 2022_02;4484.103
139568;Store 7;Project 2023_02;2290.8
139440;Store 8;Project 2024_02;2900.3
139571;Store 7;Project 2023_01;3737.5
139443;Store 3;Project 2022_03;4160.7
139370;Store 4;Project 2023_03;3912.3
139580;Store 12;Project 2023_02;3164.8
139455;Store 6;Project 2023_02;1806.65
139444;Store 11;Project 2024_03;1592.75
139390;Store 7;Project 2023_01;1790.55
139459;Store 1;Project 2023_01;1110.9
139589;Store 4;Project 2022_01;3878.95
139335;Store 7;Project 2023_03;3998.55
139493;Store 1;Project 2024_01;4734.549999999999
139531;Store 12;Project 2022_02;4826.549999999999
139609;Store 7;Project 2022_01;999.3499999999998
139397;Store 12;Project 2022_02;3398.249999999999
139622;Store 13;Project 2022_02;4050.3
139519;Store 3;Project 2024_03;3393.649999999999
139608;Store 15;Project 2022_01;2639.25
139341;Store 13;Project 2022_01;4135.4000000000015
139495;Store 2;Project 2024_02;5768.4
139636;Store 2;Project 2024_02;9028.65
139629;Store 10;Project 2022_03;7834.95
139329;Store 15;Project 2022_02;5484.35
139545;Store 16;Project 2024_02;4916.25
139522;Store 8;Project 2024_03;1856.1
139592;Store 3;Project 2024_01;2732.4
139381;Store 13;Project 2023_03;2944
139508;Store 12;Project 2022_03;2645
139333;Store 3;Project 2023_02;2487.45
139373;Store 8;Project 2024_02;1466.25
139353;Store 4;Project 2023_03;2420.75
139387;Store 4;Project 2024_02;1656
139336;Store 2;Project 2023_03;1585.85
139610;Store 6;Project 2024_01;1495
139451;Store 8;Project 2023_01;4025
139523;Store 11;Project 2022_02;4535.6
139403;Store 6;Project 2024_03;5586.7
139493;Store 2;Project 2022_02;5329.1
139450;Store 11;Project 2024_02;74812.09999999999
139325;Store 9;Project 2023_03;75414.7
139433;Store 6;Project 2024_01;38649.2
139437;Store 10;Project 2023_01;3469.55
139491;Store 12;Project 2024_03;58613.2
139588;Store 1;Project 2024_01;44218.65
139347;Store 8;Project 2023_01;38906.8
139400;Store 12;Project 2023_02;18181.5
139477;Store 6;Project 2022_01;19262.5
139337;Store 8;Project 2022_01;11504.6
139452;Store 14;Project 2023_03;8222.5
139627;Store 8;Project 2024_01;6925.299999999999
139627;Store 13;Project 2023_02;20872.5
139373;Store 13;Project 2023_03;11943.9
139581;Store 11;Project 2023_03;8643.4
139553;Store 11;Project 2022_02;7933.85
139536;Store 4;Project 2022_03;2477.1
139488;Store 15;Project 2022_02;3642.05
139615;Store 14;Project 2023_01;3110.749999999999
139513;Store 8;Project 2023_01;821.0999999999999
139380;Store 4;Project 2022_03;2700.2
139433;Store 2;Project 2024_03;3821.45
139610;Store 12;Project 2024_02;3395.95
139390;Store 12;Project 2022_03;807.3
139607;Store 12;Project 2022_01;2272.4
139626;Store 3;Project 2022_03;3002.649999999999
139586;Store 10;Project 2023_02;600.3
139459;Store 12;Project 2022_01;4672.45
139443;Store 5;Project 2022_03;2993.45
139561;Store 1;Project 2022_01;719.9
139500;Store 8;Project 2023_01;2405.8
139330;Store 2;Project 2022_02;356.5
139522;Store 3;Project 2022_03;1760.65
139339;Store 6;Project 2023_03;3738.649999999999
139568;Store 13;Project 2022_01;2662.25
139606;Store 16;Project 2023_02;2111.4
139347;Store 6;Project 2024_01;1988.35
139477;Store 11;Project 2024_01;1373.1
139635;Store 6;Project 2023_01;386.4
139393;Store 7;Project 2023_01;2136.7
139606;Store 6;Project 2024_01;2817.5
139324;Store 12;Project 2022_03;896.9999999999999
139455;Store 3;Project 2022_03;1205.2
139555;Store 7;Project 2022_03;1935.45
139488;Store 12;Project 2023_03;556.5999999999999
139529;Store 16;Project 2024_02;2961.249999999999
139410;Store 3;Project 2022_03;2221.8
139642;Store 13;Project 2024_02;569.25
139549;Store 7;Project 2024_02;2374.75
139399;Store 14;Project 2023_03;3537.4
139331;Store 9;Project 2024_01;1457.05
139304;Store 15;Project 2024_01;1788.25
139321;Store 14;Project 2023_03;566.9499999999998
139415;Store 11;Project 2024_01;1748
139384;Store 13;Project 2022_02;1324.8
139540;Store 14;Project 2022_03;402.4999999999999
139311;Store 14;Project 2023_03;2737
139346;Store 10;Project 2024_03;2208
139513;Store 6;Project 2024_02;482.9999999999999
139572;Store 1;Project 2024_01;2282.75
139610;Store 7;Project 2023_02;401.35
139404;Store 7;Project 2024_01;1268.45
139556;Store 6;Project 2022_03;355.35
139566;Store 3;Project 2023_03;11103.25
139369;Store 9;Project 2022_03;9142.5
139349;Store 14;Project 2022_01;4923.1500000000015
139446;Store 15;Project 2023_01;3865.149999999999
139562;Store 7;Project 2022_02;3252.2
139322;Store 12;Project 2023_01;2504.7
139424;Store 15;Project 2022_01;2454.1
139310;Store 1;Project 2022_01;3233.8
139447;Store 15;Project 2022_03;7430.1500000000015
139625;Store 11;Project 2024_01;10709.95
139639;Store 2;Project 2023_02;4839.2
139465;Store 9;Project 2024_02;3973.249999999999
139465;Store 1;Project 2022_01;3026.8
139496;Store 10;Project 2024_01;2216.05
139428;Store 5;Project 2024_02;2029.75
139396;Store 5;Project 2024_01;2443.75
139393;Store 15;Project 2022_01;12439.55
139334;Store 15;Project 2023_02;32324.19999999999
139305;Store 5;Project 2024_02;16158.65
139542;Store 2;Project 2023_01;12447.6
139305;Store 13;Project 2024_01;10643.25
139567;Store 3;Project 2022_01;7276.049999999999
139589;Store 8;Project 2022_01;6844.799999999999
139372;Store 11;Project 2024_03;4113.549999999999
139497;Store 7;Project 2023_03;4910.5
139384;Store 3;Project 2023_03;4413.7
139503;Store 12;Project 2023_03;3126.85
139634;Store 1;Project 2022_01;2249.4
139620;Store 5;Project 2024_03;7077.1
139411;Store 10;Project 2023_03;5493.549999999999
139541;Store 7;Project 2023_02;4136.549999999999
139490;Store 6;Project 2022_01;3132.6
139392;Store 13;Project 2023_02;3080.85
139328;Store 5;Project 2023_01;1963.05
139521;Store 12;Project 2022_02;2201.1
139510;Store 12;Project 2023_03;2566.8
139549;Store 7;Project 2023_02;12730.49999999999
139484;Store 15;Project 2022_01;10124.6
139345;Store 6;Project 2022_03;6853.999999999999
139363;Store 6;Project 2023_01;6448.049999999999
139587;Store 16;Project 2024_03;6301.999999999999
139522;Store 11;Project 2022_03;3920.35
139636;Store 14;Project 2023_03;5662.6
139502;Store 3;Project 2024_01;5065.75
139317;Store 7;Project 2024_01;5262.4
139346;Store 9;Project 2023_02;4206.7
139526;Store 14;Project 2022_01;7327.799999999999
139611;Store 16;Project 2023_01;6201.95
139546;Store 15;Project 2023_03;3846.749999999999
139485;Store 13;Project 2022_01;3785.8
139414;Store 12;Project 2024_01;2701.35
139300;Store 7;Project 2024_03;3703
139311;Store 3;Project 2023_02;4202.1
139313;Store 8;Project 2024_01;10742.15
139628;Store 15;Project 2024_01;6776.95
139595;Store 2;Project 2023_02;6829.85
139313;Store 3;Project 2022_02;7384.1500000000015
139515;Store 1;Project 2023_01;8465.15
139514;Store 14;Project 2023_03;15169.65
139465;Store 8;Project 2024_01;8275.4
139642;Store 3;Project 2023_03;10879
139556;Store 3;Project 2022_02;9969.349999999995
139435;Store 4;Project 2023_02;21869.55
139363;Store 10;Project 2022_02;17522.55
139467;Store 11;Project 2022_02;18279.25
139366;Store 11;Project 2023_03;22216.85
139462;Store 2;Project 2023_03;21187.59999999999
139528;Store 16;Project 2024_02;24140.8
139407;Store 3;Project 2023_01;16765.84999999999
139300;Store 15;Project 2023_03;9378.25
139484;Store 5;Project 2024_03;5430.299999999999
139330;Store 13;Project 2024_01;8196.049999999997
139616;Store 2;Project 2024_01;6704.499999999999
139508;Store 13;Project 2023_03;6757.4
139305;Store 14;Project 2022_02;11573.6
139374;Store 2;Project 2022_03;12699.45
139345;Store 16;Project 2023_01;11844.99999999999
139305;Store 12;Project 2024_01;6795.35
139336;Store 2;Project 2022_02;5603.95
139424;Store 6;Project 2024_03;3898.5
139400;Store 11;Project 2024_03;4326.299999999999
139588;Store 12;Project 2024_01;5327.95
139549;Store 9;Project 2024_01;3635.149999999999
139509;Store 4;Project 2024_02;4318.25
139502;Store 8;Project 2024_01;3397.1
139447;Store 3;Project 2022_01;3807.730499999999
139619;Store 5;Project 2024_03;3450
139419;Store 7;Project 2024_01;3450
139368;Store 13;Project 2022_03;2875
139621;Store 3;Project 2023_03;2456.4
139334;Store 13;Project 2024_02;2645
139350;Store 1;Project 2022_02;3546.737999999999
139574;Store 9;Project 2024_01;4678.268999999999
139570;Store 9;Project 2023_02;4342.446
139568;Store 9;Project 2023_01;3322.453500000001
139482;Store 15;Project 2022_03;9651.949999999995
139431;Store 7;Project 2023_03;7679.837999999998
139471;Store 14;Project 2022_02;9777.368999999993
139487;Store 3;Project 2024_01;8687.168999999994
139476;Store 3;Project 2024_03;7935.069
139308;Store 2;Project 2022_02;7236.03
139352;Store 7;Project 2023_01;5704.092000000001
139511;Store 10;Project 2022_01;5998.491999999999
139614;Store 8;Project 2023_01;4868.018999999999
139599;Store 7;Project 2023_01;5175
139501;Store 2;Project 2023_01;5405
139320;Store 3;Project 2023_03;6532.0575
139483;Store 15;Project 2024_01;7479.669
139300;Store 16;Project 2022_01;5347.615000000001
139425;Store 5;Project 2023_01;5855.892000000001
139475;Store 5;Project 2022_01;6122.646000000001
139334;Store 12;Project 2024_01;8224.868999999993
139584;Store 10;Project 2022_03;11488.56899999999
139449;Store 11;Project 2023_01;13986.43799999999
139391;Store 4;Project 2023_01;9815.307499999997
139428;Store 16;Project 2024_02;6790.865000000001
139577;Store 3;Project 2023_01;5685.692
139637;Store 9;Project 2022_01;4195.245999999999
139430;Store 3;Project 2024_02;4429.869
139444;Store 16;Project 2022_03;4025
139378;Store 5;Project 2022_01;3898.568999999999
139526;Store 8;Project 2023_01;5147.4000000000015
139339;Store 6;Project 2023_01;5249.8075
139564;Store 11;Project 2022_01;4379.2
139437;Store 9;Project 2022_02;4657.5345
139619;Store 3;Project 2023_03;3122.249999999999
139340;Store 4;Project 2024_01;3164.8
139432;Store 5;Project 2024_03;3861.7
139549;Store 8;Project 2022_01;7938.45
139477;Store 5;Project 2023_01;8648
139528;Store 15;Project 2023_03;13213.49999999999
139535;Store 12;Project 2023_02;6581.45
139348;Store 1;Project 2023_03;8130.499999999999
139565;Store 15;Project 2024_03;5265.85
139466;Store 16;Project 2023_01;924.5999999999999
139463;Store 11;Project 2022_01;3502.9
139532;Store 15;Project 2022_01;3461.5
139625;Store 1;Project 2024_02;6139.85
139609;Store 8;Project 2022_03;9361
139486;Store 7;Project 2022_02;11710.45
139346;Store 4;Project 2023_02;9409.299999999997
139515;Store 12;Project 2023_03;9443.799999999997
139352;Store 4;Project 2022_01;6561.9
139431;Store 5;Project 2022_01;2144.75
139303;Store 10;Project 2024_02;2516.2
139386;Store 3;Project 2023_02;4495.35
139451;Store 15;Project 2022_03;821.0999999999999
139327;Store 3;Project 2023_01;592.25
139407;Store 9;Project 2024_01;564.65
139528;Store 1;Project 2022_01;2163.149999999999
139624;Store 9;Project 2024_03;3343.05
139568;Store 6;Project 2024_01;3042.9
139543;Store 5;Project 2023_03;2309.2
139485;Store 14;Project 2022_03;637.0999999999999
139638;Store 7;Project 2022_02;248.4
139341;Store 10;Project 2023_03;11588.55
139439;Store 12;Project 2022_01;6413.549999999999
139367;Store 3;Project 2024_02;4552.85
139434;Store 1;Project 2024_01;26706.45
139303;Store 4;Project 2024_03;15799.85
139330;Store 1;Project 2024_01;12356.75
139330;Store 4;Project 2023_03;9384
139391;Store 12;Project 2024_01;6040.95
139324;Store 1;Project 2023_03;5413.049999999999
139613;Store 15;Project 2022_01;2022.85
139385;Store 4;Project 2023_03;2280.45
139351;Store 2;Project 2022_02;12115.25
139363;Store 12;Project 2024_01;8706.65
139416;Store 9;Project 2022_03;7117.35
139598;Store 14;Project 2022_03;5543
139417;Store 12;Project 2024_02;4034.2
139415;Store 15;Project 2023_01;3591.45
139503;Store 13;Project 2022_01;3090.05
139411;Store 5;Project 2023_02;4683.95
139495;Store 5;Project 2023_02;1877.95
139311;Store 14;Project 2024_01;2334.5
139507;Store 13;Project 2022_01;16278.25
139562;Store 3;Project 2022_03;7660.1500000000015
139302;Store 5;Project 2024_02;8097.1500000000015
139519;Store 8;Project 2024_03;5001.35
139514;Store 13;Project 2024_02;100000
139423;Store 13;Project 2022_02;4800
139475;Store 16;Project 2022_02;6500
139460;Store 12;Project 2024_03;4100
139591;Store 6;Project 2023_03;8455.949999999995
139477;Store 10;Project 2024_01;3298.2
139611;Store 15;Project 2024_01;2979.649999999999
139621;Store 15;Project 2024_01;1382.3
139536;Store 13;Project 2023_01;9012.549999999997
139549;Store 4;Project 2023_03;19616.69999999999
139503;Store 9;Project 2024_01;5234.799999999999
139573;Store 8;Project 2022_02;50
139512;Store 3;Project 2022_02;24631.85
139460;Store 14;Project 2024_02;14069.1
139371;Store 1;Project 2024_03;1189.1
139593;Store 2;Project 2024_01;864.8
139333;Store 2;Project 2023_03;3370.649999999999
139470;Store 13;Project 2024_01;2471.35
139451;Store 3;Project 2022_02;2998.05
139419;Store 14;Project 2022_03;1636.45
139452;Store 12;Project 2024_02;6100.749999999999
139471;Store 4;Project 2024_02;19018.69999999999
139632;Store 14;Project 2022_01;5042.75
139631;Store 1;Project 2024_03;3671.95
139495;Store 9;Project 2023_03;1229.35
139518;Store 3;Project 2022_02;6242.2
139553;Store 1;Project 2023_02;14677.45
139534;Store 9;Project 2024_03;9423.099999999995
139349;Store 14;Project 2024_03;4739.1500000000015
139385;Store 15;Project 2022_02;6328.45
139538;Store 4;Project 2023_03;3651.249999999999
139527;Store 3;Project 2024_03;34455.15
139490;Store 3;Project 2022_03;1719.25
139442;Store 15;Project 2024_02;8222.5
139342;Store 7;Project 2022_01;14046.1
139581;Store 5;Project 2024_02;6146.749999999999
139436;Store 6;Project 2024_02;3021.05
139557;Store 3;Project 2022_03;4181.4000000000015
139316;Store 13;Project 2023_03;1514.55
139353;Store 5;Project 2022_02;7500
139472;Store 2;Project 2024_02;10000
139468;Store 16;Project 2022_01;3000
139454;Store 9;Project 2024_02;5000
139506;Store 11;Project 2023_03;18000
139437;Store 10;Project 2023_02;12000
139517;Store 8;Project 2023_03;16000
139599;Store 12;Project 2022_01;83000
139574;Store 14;Project 2022_03;123000
139374;Store 9;Project 2022_03;34000
139370;Store 9;Project 2023_01;34000
139475;Store 1;Project 2024_03;25000
139493;Store 1;Project 2024_01;18000
139580;Store 7;Project 2022_01;40000
139573;Store 14;Project 2024_02;16000
139423;Store 6;Project 2023_03;33500
139345;Store 16;Project 2022_03;34500
139422;Store 10;Project 2022_01;187500
139440;Store 4;Project 2024_01;51587.30158730159
139621;Store 15;Project 2022_03;11904.7619047619
139450;Store 9;Project 2023_02;25000
139432;Store 7;Project 2022_03;11904.7619047619
139533;Store 1;Project 2024_02;7936.507936507937
139376;Store 1;Project 2024_01;71428.57142857145
139315;Store 2;Project 2023_03;14285.71428571429
139522;Store 6;Project 2024_01;6349.206349206349
139539;Store 12;Project 2022_02;7407.407407407407
139327;Store 1;Project 2022_01;9259.25925925926
139513;Store 16;Project 2022_01;11904.7619047619
139450;Store 5;Project 2024_02;22222.22222222223
139407;Store 15;Project 2023_01;9259.25925925926
139427;Store 14;Project 2024_01;31746.03174603174
139508;Store 11;Project 2022_03;13888.88888888889
139411;Store 3;Project 2024_02;16666.66666666666
139480;Store 11;Project 2024_01;37500
139448;Store 2;Project 2022_01;16666.66666666666
139344;Store 15;Project 2023_02;27777.77777777777
139590;Store 6;Project 2022_01;9259.25925925926
139396;Store 6;Project 2022_03;46296.29629629629
139490;Store 16;Project 2024_03;18518.51851851851
139548;Store 10;Project 2024_02;14814.81481481481
