DATE;GTIN 13;Store;Sales;;
19/08/2023;139439;Store 15;41;;
19/08/2023;139941;Store 7;2806;;
19/08/2023;139808;Store 11;90;;
19/08/2023;139802;Store 9;18;;
19/08/2023;139571;Store 5;7;;
19/08/2023;139743;Store 3;17;;
19/08/2023;139853;Store 12;22;;
19/08/2023;139589;Store 13;46;;
19/08/2023;139790;Store 13;66;;
19/08/2023;139563;Store 9;127;;
19/08/2023;139639;Store 6;77;;
19/08/2023;139684;Store 9;14;;
19/08/2023;139511;Store 5;33;;
19/08/2023;139727;Store 9;162;;
19/08/2023;139571;Store 11;49;;
19/08/2023;139485;Store 16;14;;
19/08/2023;139625;Store 12;23;;
19/08/2023;139642;Store 12;19;;
19/08/2023;139928;Store 14;65;;
19/08/2023;139797;Store 11;14;;
19/08/2023;139402;Store 14;200;;
19/08/2023;139798;Store 6;27;;
19/08/2023;139606;Store 1;13;;
19/08/2023;139503;Store 4;284;;
19/08/2023;139643;Store 15;29;;
19/08/2023;139449;Store 16;192;;
19/08/2023;139895;Store 4;15;;
19/08/2023;139512;Store 1;13;;
19/08/2023;139732;Store 10;18;;
19/08/2023;139704;Store 14;434;;
19/08/2023;139414;Store 11;324;;
19/08/2023;139848;Store 5;80;;
20/08/2023;139426;Store 4;67;;
20/08/2023;139860;Store 13;21;;
20/08/2023;139876;Store 12;420;;
20/08/2023;139562;Store 11;53;;
20/08/2023;139783;Store 9;91;;
20/08/2023;139677;Store 3;26;;
20/08/2023;139540;Store 5;23;;
20/08/2023;139413;Store 15;86;;
20/08/2023;139587;Store 3;18;;
20/08/2023;139852;Store 11;31;;
20/08/2023;139693;Store 2;49;;
20/08/2023;139941;Store 13;67;;
20/08/2023;139847;Store 10;103;;
20/08/2023;139608;Store 1;34;;
20/08/2023;139602;Store 13;9;;
20/08/2023;139783;Store 14;37;;
20/08/2023;139898;Store 8;264;;
20/08/2023;139525;Store 4;4;;
20/08/2023;139883;Store 3;39;;
20/08/2023;139465;Store 9;22;;
20/08/2023;139862;Store 1;46;;
20/08/2023;139739;Store 4;39;;
20/08/2023;139735;Store 8;102;;
20/08/2023;139775;Store 9;340;;
20/08/2023;139923;Store 11;23;;
20/08/2023;139519;Store 6;28;;
20/08/2023;139738;Store 14;325;;
20/08/2023;139806;Store 6;19;;
20/08/2023;139567;Store 10;2;;
20/08/2023;139485;Store 2;277;;
20/08/2023;139930;Store 5;20;;
20/08/2023;139759;Store 3;2;;
21/08/2023;139628;Store 8;45;;
21/08/2023;139906;Store 10;149;;
21/08/2023;139866;Store 2;17;;
21/08/2023;139532;Store 7;96;;
21/08/2023;139489;Store 16;1;;
21/08/2023;139796;Store 7;476;;
21/08/2023;139424;Store 7;867;;
21/08/2023;139764;Store 8;6;;
21/08/2023;139413;Store 9;1;;
21/08/2023;139909;Store 16;253;;
21/08/2023;139441;Store 15;7;;
21/08/2023;139830;Store 4;43;;
21/08/2023;139727;Store 1;163;;
21/08/2023;139641;Store 11;13;;
21/08/2023;139682;Store 8;2;;
21/08/2023;139629;Store 7;2;;
21/08/2023;139399;Store 15;38;;
21/08/2023;139818;Store 15;39;;
21/08/2023;139475;Store 3;238;;
21/08/2023;139512;Store 6;610;;
21/08/2023;139906;Store 6;677;;
21/08/2023;139860;Store 1;43;;
21/08/2023;139722;Store 12;26;;
21/08/2023;139578;Store 7;51;;
21/08/2023;139748;Store 9;6;;
21/08/2023;139805;Store 3;249;;
21/08/2023;139629;Store 4;83;;
21/08/2023;139474;Store 4;16;;
21/08/2023;139498;Store 4;32;;
21/08/2023;139603;Store 14;4;;
21/08/2023;139610;Store 9;1;;
21/08/2023;139605;Store 16;-3;;
21/08/2023;139427;Store 8;47;;
21/08/2023;139774;Store 4;213;;
21/08/2023;139514;Store 11;88;;
21/08/2023;139414;Store 13;1;;
21/08/2023;139835;Store 7;3;;
22/08/2023;139724;Store 5;874;;
22/08/2023;139677;Store 6;297;;
22/08/2023;139561;Store 9;74;;
22/08/2023;139873;Store 16;27;;
22/08/2023;139467;Store 10;23;;
22/08/2023;139400;Store 16;28;;
22/08/2023;139818;Store 15;11;;
22/08/2023;139846;Store 10;178;;
22/08/2023;139833;Store 8;28;;
22/08/2023;139655;Store 13;3;;
22/08/2023;139575;Store 13;4;;
22/08/2023;139400;Store 6;309;;
22/08/2023;139836;Store 1;14;;
22/08/2023;139592;Store 11;26;;
22/08/2023;139765;Store 14;272;;
22/08/2023;139928;Store 12;4;;
22/08/2023;139420;Store 14;3;;
22/08/2023;139683;Store 3;63;;
22/08/2023;139637;Store 10;45;;
22/08/2023;139920;Store 4;19;;
22/08/2023;139627;Store 1;36;;
22/08/2023;139841;Store 8;29;;
22/08/2023;139773;Store 6;193;;
22/08/2023;139405;Store 6;12;;
22/08/2023;139616;Store 14;42;;
22/08/2023;139760;Store 2;95;;
22/08/2023;139630;Store 11;11;;
22/08/2023;139581;Store 1;3;;
22/08/2023;139593;Store 11;69;;
22/08/2023;139404;Store 15;34;;
22/08/2023;139924;Store 13;85;;
22/08/2023;139665;Store 15;75;;
22/08/2023;139874;Store 6;213;;
23/08/2023;139419;Store 4;9;;
23/08/2023;139570;Store 6;701;;
23/08/2023;139707;Store 14;12;;
23/08/2023;139487;Store 13;25;;
23/08/2023;139919;Store 6;144;;
23/08/2023;139814;Store 5;69;;
23/08/2023;139425;Store 6;161;;
23/08/2023;139894;Store 8;11;;
23/08/2023;139754;Store 12;5;;
23/08/2023;139610;Store 12;144;;
23/08/2023;139574;Store 9;8;;
23/08/2023;139554;Store 11;4;;
23/08/2023;139818;Store 10;216;;
23/08/2023;139935;Store 6;42;;
23/08/2023;139711;Store 9;1;;
23/08/2023;139847;Store 4;86;;
23/08/2023;139450;Store 6;117;;
23/08/2023;139920;Store 2;106;;
23/08/2023;139647;Store 2;42;;
23/08/2023;139651;Store 13;13;;
23/08/2023;139490;Store 8;36;;
23/08/2023;139931;Store 15;56;;
23/08/2023;139421;Store 14;903;;
23/08/2023;139665;Store 8;56;;
23/08/2023;139447;Store 9;19;;
23/08/2023;139431;Store 10;3;;
23/08/2023;139929;Store 9;177;;
23/08/2023;139589;Store 9;21;;
23/08/2023;139437;Store 15;239;;
23/08/2023;139556;Store 4;60;;
23/08/2023;139621;Store 7;29;;
23/08/2023;139517;Store 11;4;;
23/08/2023;139404;Store 3;77;;
23/08/2023;139813;Store 5;59;;
23/08/2023;139809;Store 14;19;;
23/08/2023;139893;Store 9;4;;
23/08/2023;139708;Store 2;32;;
23/08/2023;139712;Store 16;53;;
23/08/2023;139509;Store 6;6;;
23/08/2023;139569;Store 7;78;;
23/08/2023;139469;Store 10;77;;
24/08/2023;139597;Store 3;2;;
24/08/2023;139804;Store 15;53;;
24/08/2023;139742;Store 14;417;;
24/08/2023;139702;Store 8;85;;
24/08/2023;139428;Store 3;81;;
24/08/2023;139568;Store 15;122;;
24/08/2023;139818;Store 16;1;;
24/08/2023;139866;Store 5;1;;
24/08/2023;139503;Store 15;2;;
24/08/2023;139833;Store 16;23;;
24/08/2023;139484;Store 13;23;;
24/08/2023;139410;Store 10;147;;
24/08/2023;139608;Store 13;4;;
24/08/2023;139655;Store 1;74;;
24/08/2023;139846;Store 5;104;;
24/08/2023;139421;Store 10;357;;
24/08/2023;139794;Store 10;7;;
24/08/2023;139905;Store 16;4;;
24/08/2023;139609;Store 16;35;;
24/08/2023;139433;Store 13;15;;
24/08/2023;139489;Store 12;154;;
24/08/2023;139486;Store 1;132;;
24/08/2023;139605;Store 3;31;;
24/08/2023;139777;Store 1;6;;
24/08/2023;139729;Store 2;5;;
24/08/2023;139893;Store 14;117;;
24/08/2023;139783;Store 6;48;;
24/08/2023;139828;Store 12;14;;
24/08/2023;139551;Store 6;126;;
24/08/2023;139658;Store 13;15;;
24/08/2023;139696;Store 5;1;;
24/08/2023;139674;Store 10;7;;
24/08/2023;139429;Store 3;18;;
24/08/2023;139604;Store 10;54;;
24/08/2023;139507;Store 8;548;;
24/08/2023;139692;Store 9;18;;
24/08/2023;139508;Store 13;4;;
24/08/2023;139679;Store 16;30;;
25/08/2023;139685;Store 15;3;;
25/08/2023;139703;Store 8;387;;
25/08/2023;139452;Store 10;121;;
25/08/2023;139456;Store 3;99;;
25/08/2023;139463;Store 9;193;;
25/08/2023;139584;Store 5;303;;
25/08/2023;139699;Store 4;174;;
25/08/2023;139511;Store 14;10;;
25/08/2023;139442;Store 9;75;;
25/08/2023;139675;Store 7;240;;
25/08/2023;139903;Store 9;141;;
25/08/2023;139535;Store 5;143;;
25/08/2023;139672;Store 16;24;;
25/08/2023;139852;Store 15;46;;
25/08/2023;139565;Store 2;91;;
25/08/2023;139903;Store 12;4;;
25/08/2023;139554;Store 11;2;;
25/08/2023;139415;Store 3;1;;
25/08/2023;139906;Store 14;4;;
25/08/2023;139547;Store 11;317;;
25/08/2023;139897;Store 5;6;;
25/08/2023;139614;Store 15;78;;
25/08/2023;139872;Store 4;64;;
25/08/2023;139816;Store 11;50;;
25/08/2023;139474;Store 8;141;;
25/08/2023;139531;Store 7;20;;
25/08/2023;139618;Store 16;2;;
25/08/2023;139512;Store 11;81;;
25/08/2023;139411;Store 11;50;;
25/08/2023;139752;Store 1;153;;
25/08/2023;139677;Store 1;60;;
25/08/2023;139588;Store 13;23;;
25/08/2023;139900;Store 13;1;;
25/08/2023;139521;Store 16;40;;
25/08/2023;139449;Store 6;12;;
25/08/2023;139642;Store 12;137;;
25/08/2023;139819;Store 1;56;;
25/08/2023;139609;Store 1;53;;
25/08/2023;139874;Store 16;49;;
25/08/2023;139708;Store 6;15;;
25/08/2023;139546;Store 10;52;;
25/08/2023;139887;Store 2;1;;
26/08/2023;139841;Store 3;14;;
26/08/2023;139891;Store 1;38;;
26/08/2023;139453;Store 7;384;;
26/08/2023;139614;Store 10;57;;
26/08/2023;139557;Store 12;60;;
26/08/2023;139749;Store 16;1;;
26/08/2023;139631;Store 6;27;;
26/08/2023;139475;Store 6;3;;
26/08/2023;139869;Store 5;20;;
26/08/2023;139570;Store 9;171;;
26/08/2023;139502;Store 3;100;;
26/08/2023;139791;Store 7;17;;
26/08/2023;139720;Store 16;80;;
26/08/2023;139411;Store 9;57;;
26/08/2023;139650;Store 14;192;;
26/08/2023;139660;Store 2;9;;
26/08/2023;139559;Store 7;9;;
26/08/2023;139488;Store 11;172;;
26/08/2023;139514;Store 10;116;;
26/08/2023;139730;Store 12;27;;
26/08/2023;139770;Store 11;92;;
26/08/2023;139672;Store 15;61;;
26/08/2023;139613;Store 4;1510;;
26/08/2023;139885;Store 13;79;;
26/08/2023;139851;Store 11;87;;
26/08/2023;139416;Store 8;6;;
26/08/2023;139466;Store 1;2;;
26/08/2023;139928;Store 4;24;;
26/08/2023;139626;Store 11;6;;
26/08/2023;139568;Store 1;82;;
26/08/2023;139897;Store 3;641;;
26/08/2023;139534;Store 2;74;;
26/08/2023;139502;Store 3;27;;
26/08/2023;139910;Store 5;286;;
26/08/2023;139703;Store 15;2;;
26/08/2023;139714;Store 1;23;;
27/08/2023;139587;Store 8;71;;
27/08/2023;139807;Store 15;702;;
27/08/2023;139474;Store 4;11;;
27/08/2023;139519;Store 1;23;;
27/08/2023;139695;Store 5;22;;
27/08/2023;139894;Store 10;17;;
27/08/2023;139837;Store 4;38;;
27/08/2023;139839;Store 11;57;;
27/08/2023;139835;Store 9;1;;
27/08/2023;139654;Store 6;4;;
27/08/2023;139860;Store 12;67;;
27/08/2023;139692;Store 15;25;;
27/08/2023;139635;Store 12;65;;
27/08/2023;139763;Store 10;104;;
27/08/2023;139539;Store 14;14;;
27/08/2023;139479;Store 9;163;;
27/08/2023;139581;Store 14;202;;
27/08/2023;139821;Store 2;68;;
27/08/2023;139516;Store 3;135;;
27/08/2023;139590;Store 1;56;;
27/08/2023;139823;Store 12;23;;
27/08/2023;139823;Store 7;15;;
27/08/2023;139718;Store 14;26;;
27/08/2023;139707;Store 12;5;;
27/08/2023;139438;Store 5;10;;
27/08/2023;139910;Store 7;57;;
27/08/2023;139473;Store 5;1;;
27/08/2023;139923;Store 4;13;;
27/08/2023;139443;Store 6;26;;
27/08/2023;139565;Store 14;112;;
27/08/2023;139590;Store 4;78;;
27/08/2023;139426;Store 12;0;;
27/08/2023;139745;Store 16;6;;
27/08/2023;139858;Store 12;52;;
27/08/2023;139856;Store 12;44;;
27/08/2023;139759;Store 14;112;;
27/08/2023;139751;Store 4;83;;
27/08/2023;139706;Store 2;37;;
27/08/2023;139779;Store 9;39;;
27/08/2023;139728;Store 7;20;;
27/08/2023;139626;Store 7;77;;
27/08/2023;139544;Store 9;66;;
27/08/2023;139761;Store 8;54;;
27/08/2023;139467;Store 7;8;;
27/08/2023;139777;Store 16;1;;
27/08/2023;139861;Store 6;34;;
27/08/2023;139431;Store 8;18;;
27/08/2023;139725;Store 4;40;;
27/08/2023;139516;Store 8;22;;
27/08/2023;139814;Store 7;276;;
27/08/2023;139566;Store 13;50;;
27/08/2023;139695;Store 9;51;;
27/08/2023;139878;Store 16;29;;
27/08/2023;139817;Store 6;598;;
28/08/2023;139592;Store 2;341;;
28/08/2023;139806;Store 8;162;;
28/08/2023;139829;Store 4;18;;
28/08/2023;139925;Store 8;39;;
28/08/2023;139636;Store 15;20;;
28/08/2023;139888;Store 4;22;;
28/08/2023;139886;Store 15;134;;
28/08/2023;139668;Store 13;45;;
28/08/2023;139628;Store 10;6;;
28/08/2023;139645;Store 9;20;;
28/08/2023;139852;Store 3;13;;
28/08/2023;139508;Store 8;581;;
28/08/2023;139891;Store 15;32;;
28/08/2023;139855;Store 3;31;;
28/08/2023;139833;Store 15;32;;
28/08/2023;139916;Store 7;30;;
28/08/2023;139915;Store 10;31;;
28/08/2023;139454;Store 4;33;;
28/08/2023;139415;Store 12;92;;
28/08/2023;139575;Store 3;87;;
28/08/2023;139741;Store 6;22;;
28/08/2023;139447;Store 12;27;;
28/08/2023;139614;Store 16;84;;
28/08/2023;139536;Store 5;8;;
28/08/2023;139440;Store 12;28;;
28/08/2023;139457;Store 3;1335;;
28/08/2023;139589;Store 1;40;;
28/08/2023;139701;Store 3;87;;
28/08/2023;139691;Store 10;2;;
28/08/2023;139877;Store 8;2;;
28/08/2023;139422;Store 6;39;;
28/08/2023;139548;Store 16;12;;
28/08/2023;139436;Store 1;20;;
28/08/2023;139936;Store 10;47;;
28/08/2023;139604;Store 15;52;;
28/08/2023;139413;Store 15;53;;
28/08/2023;139575;Store 8;284;;
28/08/2023;139410;Store 2;4;;
28/08/2023;139759;Store 15;84;;
28/08/2023;139765;Store 7;80;;
28/08/2023;139658;Store 9;16;;
28/08/2023;139711;Store 9;406;;
28/08/2023;139913;Store 9;6;;
28/08/2023;139881;Store 4;28;;
29/08/2023;139783;Store 13;87;;
29/08/2023;139544;Store 14;33;;
29/08/2023;139694;Store 14;20;;
29/08/2023;139447;Store 9;52;;
29/08/2023;139646;Store 11;49;;
29/08/2023;139765;Store 14;445;;
29/08/2023;139619;Store 8;2;;
29/08/2023;139851;Store 10;32;;
29/08/2023;139807;Store 12;138;;
29/08/2023;139620;Store 16;204;;
29/08/2023;139674;Store 2;13;;
29/08/2023;139584;Store 5;31;;
29/08/2023;139699;Store 3;20;;
29/08/2023;139766;Store 8;108;;
29/08/2023;139719;Store 11;46;;
29/08/2023;139634;Store 8;4;;
29/08/2023;139496;Store 15;14;;
29/08/2023;139651;Store 10;30;;
29/08/2023;139489;Store 7;239;;
29/08/2023;139720;Store 12;125;;
29/08/2023;139518;Store 16;64;;
29/08/2023;139697;Store 14;181;;
29/08/2023;139666;Store 4;16;;
29/08/2023;139769;Store 5;64;;
29/08/2023;139824;Store 15;346;;
29/08/2023;139540;Store 15;107;;
29/08/2023;139908;Store 14;37;;
29/08/2023;139928;Store 5;51;;
29/08/2023;139557;Store 12;17;;
29/08/2023;139747;Store 3;4;;
29/08/2023;139933;Store 12;4;;
29/08/2023;139525;Store 7;9;;
29/08/2023;139645;Store 10;52;;
29/08/2023;139421;Store 15;76;;
30/08/2023;139581;Store 4;159;;
30/08/2023;139690;Store 13;779;;
30/08/2023;139401;Store 3;39;;
30/08/2023;139414;Store 9;201;;
30/08/2023;139596;Store 5;26;;
30/08/2023;139897;Store 16;5;;
30/08/2023;139654;Store 2;7;;
30/08/2023;139409;Store 2;1;;
30/08/2023;139546;Store 4;123;;
30/08/2023;139442;Store 10;26;;
30/08/2023;139897;Store 5;1;;
30/08/2023;139781;Store 15;91;;
30/08/2023;139454;Store 9;19;;
30/08/2023;139544;Store 5;24;;
30/08/2023;139757;Store 5;1;;
30/08/2023;139728;Store 9;295;;
30/08/2023;139754;Store 3;133;;
30/08/2023;139432;Store 5;108;;
30/08/2023;139930;Store 11;46;;
30/08/2023;139775;Store 5;35;;
30/08/2023;139601;Store 15;29;;
30/08/2023;139892;Store 3;72;;
30/08/2023;139701;Store 2;71;;
31/08/2023;139399;Store 6;234;;
31/08/2023;139552;Store 13;271;;
31/08/2023;139807;Store 5;183;;
31/08/2023;139752;Store 1;40;;
31/08/2023;139778;Store 5;9;;
31/08/2023;139457;Store 2;357;;
31/08/2023;139687;Store 6;81;;
31/08/2023;139704;Store 6;50;;
31/08/2023;139812;Store 10;57;;
31/08/2023;139645;Store 7;9;;
31/08/2023;139739;Store 10;211;;
31/08/2023;139465;Store 15;152;;
31/08/2023;139487;Store 8;124;;
31/08/2023;139675;Store 6;291;;
31/08/2023;139919;Store 16;39;;
31/08/2023;139506;Store 9;120;;
31/08/2023;139536;Store 7;140;;
31/08/2023;139911;Store 15;13;;
31/08/2023;139850;Store 9;25;;
31/08/2023;139794;Store 4;23;;
31/08/2023;139637;Store 8;4;;
31/08/2023;139824;Store 12;521;;
31/08/2023;139647;Store 16;114;;
31/08/2023;139581;Store 9;2;;
31/08/2023;139677;Store 10;15;;
31/08/2023;139839;Store 16;33;;
31/08/2023;139801;Store 1;673;;
31/08/2023;139796;Store 5;1221;;
31/08/2023;139740;Store 6;149;;
31/08/2023;139938;Store 4;57;;
31/08/2023;139614;Store 5;45;;
31/08/2023;139790;Store 3;127;;
31/08/2023;139697;Store 6;89;;
31/08/2023;139413;Store 5;9;;
31/08/2023;139651;Store 5;13;;
31/08/2023;139844;Store 10;126;;
31/08/2023;139525;Store 3;303;;
31/08/2023;139543;Store 5;34;;
31/08/2023;139927;Store 6;17;;
31/08/2023;139905;Store 13;20;;
31/08/2023;139875;Store 8;149;;
31/08/2023;139685;Store 14;27;;
31/08/2023;139850;Store 1;37;;
31/08/2023;139872;Store 14;157;;
31/08/2023;139680;Store 13;11;;
31/08/2023;139782;Store 12;2;;
31/08/2023;139686;Store 7;7;;
31/08/2023;139881;Store 16;121;;
31/08/2023;139549;Store 6;21;;
31/08/2023;139882;Store 4;61;;
01/09/2023;139817;Store 4;85;;
01/09/2023;139837;Store 6;167;;
01/09/2023;139554;Store 10;11;;
01/09/2023;139602;Store 9;78;;
01/09/2023;139597;Store 3;28;;
01/09/2023;139529;Store 3;29;;
01/09/2023;139932;Store 16;62;;
01/09/2023;139413;Store 14;32;;
01/09/2023;139424;Store 5;16;;
01/09/2023;139493;Store 9;28;;
01/09/2023;139664;Store 11;5;;
01/09/2023;139411;Store 13;51;;
01/09/2023;139469;Store 11;51;;
01/09/2023;139841;Store 3;47;;
01/09/2023;139707;Store 2;142;;
01/09/2023;139866;Store 15;5;;
01/09/2023;139905;Store 7;43;;
01/09/2023;139632;Store 8;35;;
01/09/2023;139743;Store 11;41;;
01/09/2023;139641;Store 14;16;;
01/09/2023;139623;Store 7;2;;
01/09/2023;139421;Store 15;1183;;
01/09/2023;139893;Store 13;4;;
01/09/2023;139604;Store 7;26;;
01/09/2023;139633;Store 7;28;;
01/09/2023;139590;Store 5;10;;
01/09/2023;139910;Store 9;12;;
01/09/2023;139419;Store 13;24;;
01/09/2023;139483;Store 4;166;;
01/09/2023;139537;Store 7;507;;
01/09/2023;139505;Store 1;366;;
01/09/2023;139727;Store 16;4;;
01/09/2023;139926;Store 7;46;;
01/09/2023;139859;Store 2;109;;
01/09/2023;139870;Store 8;52;;
01/09/2023;139574;Store 14;41;;
01/09/2023;139638;Store 7;813;;
01/09/2023;139766;Store 7;39;;
01/09/2023;139499;Store 4;115;;
01/09/2023;139833;Store 15;10;;
01/09/2023;139503;Store 2;109;;
01/09/2023;139887;Store 9;40;;
01/09/2023;139482;Store 5;3;;
01/09/2023;139905;Store 12;18;;
01/09/2023;139770;Store 14;25;;
01/09/2023;139428;Store 15;1;;
01/09/2023;139465;Store 7;1;;
02/09/2023;139893;Store 12;20;;
02/09/2023;139615;Store 12;7;;
02/09/2023;139900;Store 5;1802;;
02/09/2023;139583;Store 2;12;;
02/09/2023;139894;Store 8;11;;
02/09/2023;139703;Store 12;16;;
02/09/2023;139687;Store 5;43;;
02/09/2023;139596;Store 3;307;;
02/09/2023;139783;Store 3;15;;
02/09/2023;139418;Store 13;23;;
02/09/2023;139855;Store 1;45;;
02/09/2023;139679;Store 14;41;;
02/09/2023;139492;Store 5;50;;
02/09/2023;139499;Store 10;147;;
02/09/2023;139740;Store 6;132;;
02/09/2023;139693;Store 8;43;;
02/09/2023;139434;Store 7;28;;
02/09/2023;139497;Store 10;7;;
02/09/2023;139574;Store 2;5;;
02/09/2023;139821;Store 3;6;;
02/09/2023;139934;Store 4;957;;
02/09/2023;139794;Store 13;5;;
02/09/2023;139761;Store 5;14;;
02/09/2023;139587;Store 13;3;;
02/09/2023;139695;Store 2;6;;
02/09/2023;139686;Store 12;18;;
02/09/2023;139686;Store 14;80;;
02/09/2023;139643;Store 12;40;;
02/09/2023;139747;Store 16;20;;
02/09/2023;139641;Store 9;11;;
02/09/2023;139681;Store 2;8;;
02/09/2023;139787;Store 2;442;;
02/09/2023;139496;Store 15;37;;
02/09/2023;139788;Store 9;85;;
02/09/2023;139564;Store 13;26;;
02/09/2023;139468;Store 16;905;;
02/09/2023;139403;Store 13;551;;
02/09/2023;139586;Store 8;35;;
02/09/2023;139571;Store 12;4;;
02/09/2023;139840;Store 4;141;;
03/09/2023;139926;Store 14;422;;
03/09/2023;139501;Store 1;756;;
03/09/2023;139733;Store 10;14;;
03/09/2023;139414;Store 7;2;;
03/09/2023;139653;Store 10;11;;
03/09/2023;139713;Store 2;6;;
03/09/2023;139690;Store 15;19;;
03/09/2023;139747;Store 6;96;;
03/09/2023;139876;Store 6;5;;
03/09/2023;139399;Store 16;65;;
03/09/2023;139624;Store 4;51;;
03/09/2023;139768;Store 9;303;;
03/09/2023;139896;Store 16;100;;
03/09/2023;139508;Store 12;-5;;
03/09/2023;139630;Store 5;38;;
03/09/2023;139442;Store 11;18;;
03/09/2023;139794;Store 5;366;;
03/09/2023;139755;Store 8;33;;
03/09/2023;139423;Store 15;19;;
03/09/2023;139775;Store 14;604;;
03/09/2023;139586;Store 8;34;;
03/09/2023;139745;Store 7;53;;
03/09/2023;139925;Store 4;111;;
03/09/2023;139496;Store 2;87;;
03/09/2023;139422;Store 7;16;;
03/09/2023;139511;Store 11;765;;
03/09/2023;139717;Store 13;80;;
03/09/2023;139580;Store 4;5;;
03/09/2023;139454;Store 8;3;;
03/09/2023;139879;Store 5;126;;
03/09/2023;139535;Store 12;89;;
03/09/2023;139654;Store 10;205;;
03/09/2023;139520;Store 1;15;;
03/09/2023;139765;Store 5;114;;
03/09/2023;139424;Store 6;40;;
03/09/2023;139423;Store 10;1;;
03/09/2023;139939;Store 5;29;;
03/09/2023;139923;Store 3;2;;
04/09/2023;139740;Store 8;47;;
04/09/2023;139412;Store 3;48;;
04/09/2023;139649;Store 5;55;;
04/09/2023;139644;Store 12;457;;
04/09/2023;139405;Store 13;39;;
04/09/2023;139400;Store 8;7;;
04/09/2023;139762;Store 2;6;;
04/09/2023;139871;Store 9;110;;
04/09/2023;139918;Store 12;164;;
04/09/2023;139755;Store 14;106;;
04/09/2023;139659;Store 8;146;;
04/09/2023;139766;Store 13;98;;
04/09/2023;139460;Store 15;37;;
04/09/2023;139670;Store 3;21;;
04/09/2023;139418;Store 15;4;;
04/09/2023;139611;Store 8;47;;
04/09/2023;139910;Store 3;94;;
04/09/2023;139661;Store 16;11;;
04/09/2023;139873;Store 11;47;;
04/09/2023;139510;Store 1;14;;
04/09/2023;139921;Store 4;373;;
04/09/2023;139500;Store 9;12;;
04/09/2023;139655;Store 11;30;;
04/09/2023;139636;Store 15;68;;
04/09/2023;139908;Store 6;271;;
04/09/2023;139689;Store 15;444;;
04/09/2023;139631;Store 11;24;;
04/09/2023;139644;Store 11;14;;
04/09/2023;139846;Store 4;48;;
04/09/2023;139435;Store 10;10;;
04/09/2023;139554;Store 13;245;;
04/09/2023;139738;Store 6;13;;
04/09/2023;139806;Store 5;20;;
04/09/2023;139630;Store 11;43;;
04/09/2023;139408;Store 3;9;;
04/09/2023;139796;Store 7;13;;
04/09/2023;139728;Store 10;2;;
04/09/2023;139581;Store 5;24;;
04/09/2023;139897;Store 2;117;;
04/09/2023;139519;Store 7;52;;
04/09/2023;139716;Store 5;13;;
04/09/2023;139654;Store 5;27;;
04/09/2023;139828;Store 3;63;;
04/09/2023;139590;Store 16;51;;
04/09/2023;139805;Store 6;145;;
04/09/2023;139814;Store 15;41;;
04/09/2023;139761;Store 9;89;;
04/09/2023;139859;Store 1;13;;
04/09/2023;139415;Store 10;36;;
04/09/2023;139511;Store 14;1;;
04/09/2023;139574;Store 9;31;;
04/09/2023;139554;Store 2;317;;
04/09/2023;139626;Store 14;22;;
04/09/2023;139675;Store 10;119;;
04/09/2023;139910;Store 9;40;;
04/09/2023;139436;Store 10;37;;
04/09/2023;139810;Store 15;36;;
05/09/2023;139521;Store 6;23;;
05/09/2023;139400;Store 3;76;;
05/09/2023;139412;Store 9;32;;
05/09/2023;139932;Store 16;6;;
05/09/2023;139851;Store 2;103;;
05/09/2023;139666;Store 2;115;;
05/09/2023;139903;Store 4;7;;
05/09/2023;139931;Store 14;12;;
05/09/2023;139839;Store 6;30;;
05/09/2023;139823;Store 10;19;;
05/09/2023;139400;Store 4;39;;
05/09/2023;139569;Store 4;32;;
05/09/2023;139772;Store 6;81;;
05/09/2023;139542;Store 14;74;;
05/09/2023;139448;Store 14;60;;
05/09/2023;139773;Store 6;66;;
05/09/2023;139616;Store 12;833;;
05/09/2023;139653;Store 15;53;;
05/09/2023;139506;Store 11;79;;
05/09/2023;139551;Store 1;17;;
05/09/2023;139858;Store 13;11;;
05/09/2023;139913;Store 4;1;;
05/09/2023;139407;Store 5;47;;
05/09/2023;139834;Store 5;9;;
05/09/2023;139500;Store 2;33;;
05/09/2023;139653;Store 9;16;;
05/09/2023;139476;Store 12;78;;
05/09/2023;139474;Store 13;1;;
05/09/2023;139846;Store 6;4;;
05/09/2023;139742;Store 3;422;;
05/09/2023;139919;Store 12;11;;
05/09/2023;139710;Store 5;4;;
05/09/2023;139808;Store 10;10;;
05/09/2023;139774;Store 8;127;;
05/09/2023;139614;Store 8;126;;
05/09/2023;139820;Store 2;84;;
05/09/2023;139798;Store 7;10;;
05/09/2023;139524;Store 2;91;;
05/09/2023;139563;Store 10;312;;
05/09/2023;139437;Store 15;47;;
05/09/2023;139629;Store 5;65;;
05/09/2023;139646;Store 16;23;;
05/09/2023;139710;Store 8;58;;
05/09/2023;139462;Store 9;34;;
06/09/2023;139710;Store 12;53;;
06/09/2023;139809;Store 12;2;;
06/09/2023;139775;Store 12;33;;
06/09/2023;139772;Store 11;68;;
06/09/2023;139655;Store 16;114;;
06/09/2023;139542;Store 13;14;;
06/09/2023;139647;Store 13;1;;
06/09/2023;139790;Store 13;4;;
06/09/2023;139582;Store 8;20;;
06/09/2023;139417;Store 8;60;;
06/09/2023;139676;Store 4;16;;
06/09/2023;139603;Store 12;63;;
06/09/2023;139898;Store 13;244;;
