Order number;ETD Initial;ETD Updated;GTIN13;No BU;store number;Ordered Quantity;TEU;lat,long;no ship
14314;23/03/2023;23/03/2023;139760;5;Store 5;63;0.03686746987951807;;CMA3537
14314;23/03/2023;23/03/2023;139488;5;Store 5;82;0.02867469879518072;;CMA3537
14314;23/03/2023;23/03/2023;139643;5;Store 5;86;0.0163855421686747;;CMA3537
14314;23/03/2023;23/03/2023;139518;5;Store 5;37;0.08096385542168674;;CMA3537
14314;23/03/2023;23/03/2023;139326;5;Store 5;73;0.08096385542168674;;CMA3537
14314;23/03/2023;23/03/2023;139943;5;Store 5;75;0.12740963855421686;;CMA3537
14314;23/03/2023;23/03/2023;139511;5;Store 5;89;0.04246987951807228;;CMA3537
14314;23/03/2023;23/03/2023;139386;5;Store 5;46;0.33334337349397586;;CMA3537
14314;23/03/2023;23/03/2023;139461;5;Store 5;52;0.14286144578313253;;CMA3537
14314;23/03/2023;23/03/2023;139763;5;Store 5;30;0.09524096385542168;;CMA3537
14314;23/03/2023;23/03/2023;139474;5;Store 5;66;0.18795180722891566;;CMA3537
14314;23/03/2023;23/03/2023;139894;5;Store 5;28;0.03132530120481927;;CMA3537
14314;23/03/2023;23/03/2023;139811;5;Store 5;83;0.06265060240963854;;CMA3537
14314;23/03/2023;23/03/2023;139616;5;Store 5;24;0.075;;CMA3537
14314;23/03/2023;23/03/2023;139546;5;Store 5;82;0.04879518072289157;;CMA3537
14314;23/03/2023;23/03/2023;139538;5;Store 5;26;0.010662650602409637;;CMA3537
14314;23/03/2023;23/03/2023;139693;5;Store 5;64;0.0697590361445783;;CMA3537
14314;23/03/2023;23/03/2023;139747;5;Store 5;84;0.0953012048192771;;CMA3537
14314;23/03/2023;23/03/2023;139486;5;Store 5;89;0.0733734939759036;;CMA3537
14314;23/03/2023;23/03/2023;139607;5;Store 5;98;0.049156626506024086;;CMA3537
14314;23/03/2023;23/03/2023;139524;5;Store 5;62;0.03180722891566265;;CMA3537
14314;23/03/2023;23/03/2023;139726;5;Store 5;23;0.028915662650602407;;CMA3537
14314;23/03/2023;23/03/2023;139528;5;Store 5;54;0.0358433734939759;;CMA3537
14314;23/03/2023;23/03/2023;139620;5;Store 5;46;0.0358433734939759;;CMA3537
14314;23/03/2023;23/03/2023;139378;5;Store 5;24;0.0358433734939759;;CMA3537
14314;23/03/2023;23/03/2023;139713;5;Store 5;85;0.025722891566265057;;CMA3537
14314;23/03/2023;23/03/2023;139509;5;Store 5;34;0.025722891566265057;;CMA3537
14314;23/03/2023;23/03/2023;139685;5;Store 5;80;0.025722891566265057;;CMA3537
14314;23/03/2023;23/03/2023;139707;5;Store 5;33;0.11596385542168675;;CMA3537
14314;23/03/2023;23/03/2023;139467;5;Store 5;64;0.11596385542168675;;CMA3537
14314;23/03/2023;23/03/2023;139484;5;Store 5;96;0.051506024096385536;;CMA3537
14314;23/03/2023;23/03/2023;139610;5;Store 5;59;0.07409638554216867;;CMA3537
14314;23/03/2023;23/03/2023;139395;5;Store 5;11;0.025301204819277105;;CMA3537
14314;23/03/2023;23/03/2023;139823;5;Store 5;31;0.014457831325301203;;CMA3537
14314;23/03/2023;23/03/2023;139841;5;Store 5;85;0.014457831325301203;;CMA3537
14314;23/03/2023;23/03/2023;139939;5;Store 5;25;0.03626506024096385;;CMA3537
14314;23/03/2023;23/03/2023;139527;5;Store 5;95;0.03626506024096385;;CMA3537
14314;23/03/2023;23/03/2023;139328;5;Store 5;99;0.031084337349397587;;CMA3537
14314;23/03/2023;23/03/2023;139672;5;Store 5;87;0.1680722891566265;;CMA3537
14314;23/03/2023;23/03/2023;139462;5;Store 5;22;0.7090361445783132;;CMA3537
14314;23/03/2023;23/03/2023;139378;5;Store 5;53;0.05259036144578313;;CMA3537
14314;23/03/2023;23/03/2023;139937;5;Store 5;61;0.10518072289156626;;CMA3537
14314;23/03/2023;23/03/2023;139580;5;Store 5;15;0.2186746987951807;;CMA3537
14314;23/03/2023;23/03/2023;139848;5;Store 5;51;0.2746987951807228;;CMA3537
14314;23/03/2023;23/03/2023;139447;5;Store 5;73;0.41385542168674694;;CMA3537
19864;09/03/2023;09/03/2023;139898;6;Store 6;38;0.07771084337349397;;CMA3538
19864;09/03/2023;09/03/2023;139922;6;Store 6;55;0.08939759036144578;;CMA3538
19864;09/03/2023;09/03/2023;139751;6;Store 6;53;0.16301204819277107;;CMA3538
19864;09/03/2023;09/03/2023;139482;6;Store 6;30;0.04246987951807228;;CMA3538
19864;09/03/2023;09/03/2023;139844;6;Store 6;85;0.016987951807228913;;CMA3538
19864;09/03/2023;09/03/2023;139727;6;Store 6;40;0.03346385542168674;;CMA3538
19864;09/03/2023;09/03/2023;139835;6;Store 6;92;0.03367469879518072;;CMA3538
19864;09/03/2023;09/03/2023;139480;6;Store 6;76;0.14379518072289155;;CMA3538
19864;09/03/2023;09/03/2023;139890;6;Store 6;29;0.163855421686747;;CMA3538
19864;09/03/2023;09/03/2023;139543;6;Store 6;51;0.18542168674698792;;CMA3538
19864;09/03/2023;09/03/2023;139757;6;Store 6;89;0.673855421686747;;CMA3538
19864;09/03/2023;09/03/2023;139902;6;Store 6;37;0.07644578313253012;;CMA3538
19864;09/03/2023;09/03/2023;139886;6;Store 6;58;1.9397590361445782;;CMA3538
19864;09/03/2023;09/03/2023;139585;6;Store 6;77;5.06656626506024;;CMA3538
19864;09/03/2023;09/03/2023;139848;6;Store 6;82;0.10240963855421685;;CMA3538
19864;09/03/2023;09/03/2023;139389;6;Store 6;74;0.147289156626506;;CMA3538
19864;09/03/2023;09/03/2023;139565;6;Store 6;80;0.011566265060240962;;CMA3538
19864;09/03/2023;09/03/2023;139840;6;Store 6;21;0.9369879518072288;;CMA3538
19864;09/03/2023;09/03/2023;139649;6;Store 6;97;0.09903614457831324;;CMA3538
19864;09/03/2023;09/03/2023;139728;6;Store 6;96;0.1703614457831325;;CMA3538
19864;09/03/2023;09/03/2023;139867;6;Store 6;32;0.23572289156626502;;CMA3538
19864;09/03/2023;09/03/2023;139697;6;Store 6;84;0.09903614457831324;;CMA3538
19864;09/03/2023;09/03/2023;139682;6;Store 6;47;0.09903614457831324;;CMA3538
19864;09/03/2023;09/03/2023;139677;6;Store 6;48;0.09903614457831324;;CMA3538
19864;09/03/2023;09/03/2023;139780;6;Store 6;39;0.07156626506024096;;CMA3538
19864;09/03/2023;09/03/2023;139563;6;Store 6;48;0.1930722891566265;;CMA3538
19864;09/03/2023;09/03/2023;139324;6;Store 6;26;0.10240963855421685;;CMA3538
19864;09/03/2023;09/03/2023;139747;6;Store 6;33;0.015542168674698794;;CMA3538
19864;09/03/2023;09/03/2023;139312;6;Store 6;83;0.05957831325301204;;CMA3538
19864;09/03/2023;09/03/2023;139802;6;Store 6;100;0.3551204819277108;;CMA3538
19864;09/03/2023;09/03/2023;139454;6;Store 6;40;0.28572289156626507;;CMA3538
19864;09/03/2023;09/03/2023;139686;6;Store 6;76;0.16048192771084338;;CMA3538
19864;09/03/2023;09/03/2023;139442;6;Store 6;37;0.1848192771084337;;CMA3538
19864;09/03/2023;09/03/2023;139615;6;Store 6;34;0.2114457831325301;;CMA3538
19864;09/03/2023;09/03/2023;139831;6;Store 6;46;1.5251204819277107;;CMA3538
17345;23/03/2023;23/03/2023;139622;6;Store 6;52;0.15542168674698795;;CMA3534
17345;23/03/2023;23/03/2023;139344;6;Store 6;44;0.19635542168674697;;CMA3534
17345;23/03/2023;23/03/2023;139338;6;Store 6;69;0.3498795180722891;;CMA3534
17345;23/03/2023;23/03/2023;139777;6;Store 6;75;0.07644578313253012;;CMA3534
17345;23/03/2023;23/03/2023;139361;6;Store 6;58;0.0297289156626506;;CMA3534
17345;23/03/2023;23/03/2023;139853;6;Store 6;35;0.06692771084337348;;CMA3534
17345;23/03/2023;23/03/2023;139890;6;Store 6;68;0.06734939759036145;;CMA3534
17345;23/03/2023;23/03/2023;139917;6;Store 6;96;0.14379518072289155;;CMA3534
17345;23/03/2023;23/03/2023;139775;6;Store 6;61;0.24578313253012046;;CMA3534
17345;23/03/2023;23/03/2023;139919;6;Store 6;80;0.33993975903614454;;CMA3534
17345;23/03/2023;23/03/2023;139580;6;Store 6;32;1.4269879518072288;;CMA3534
17345;23/03/2023;23/03/2023;139827;6;Store 6;31;0.12740963855421686;;CMA3534
17345;23/03/2023;23/03/2023;139936;6;Store 6;81;3.7409638554216866;;CMA3534
17345;23/03/2023;23/03/2023;139546;6;Store 6;76;11.00168674698795;;CMA3534
17345;23/03/2023;23/03/2023;139410;6;Store 6;17;0.2048192771084337;;CMA3534
17345;23/03/2023;23/03/2023;139581;6;Store 6;90;0.2651204819277108;;CMA3534
17345;23/03/2023;23/03/2023;139612;6;Store 6;84;0.017349397590361443;;CMA3534
17345;23/03/2023;23/03/2023;139791;6;Store 6;59;1.7887951807228915;;CMA3534
17345;23/03/2023;23/03/2023;139359;6;Store 6;57;0.04951807228915662;;CMA3534
17345;23/03/2023;23/03/2023;139730;6;Store 6;66;0.25554216867469876;;CMA3534
17345;23/03/2023;23/03/2023;139860;6;Store 6;37;0.3535843373493976;;CMA3534
17345;23/03/2023;23/03/2023;139776;6;Store 6;67;0.34753012048192766;;CMA3534
17345;23/03/2023;23/03/2023;139342;6;Store 6;75;0.18433734939759036;;CMA3534
17345;23/03/2023;23/03/2023;139534;6;Store 6;81;0.020722891566265056;;CMA3534
17345;23/03/2023;23/03/2023;139611;6;Store 6;53;0.12433734939759035;;CMA3534
17345;23/03/2023;23/03/2023;139530;6;Store 6;13;0.6392168674698795;;CMA3534
17345;23/03/2023;23/03/2023;139543;6;Store 6;46;0.5238253012048192;;CMA3534
17345;23/03/2023;23/03/2023;139578;6;Store 6;49;0.24072289156626503;;CMA3534
17345;23/03/2023;23/03/2023;139800;6;Store 6;87;0.39451807228915664;;CMA3534
17345;23/03/2023;23/03/2023;139322;6;Store 6;36;0.10572289156626505;;CMA3534
17345;23/03/2023;23/03/2023;139575;6;Store 6;55;1.4725301204819274;;CMA3534
17708;23/03/2023;23/03/2023;139662;3;Store 3;73;0.0880722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139693;3;Store 3;99;0.062168674698795175;;CMA3536
17708;23/03/2023;23/03/2023;139854;3;Store 3;27;0.04734939759036144;;CMA3536
17708;23/03/2023;23/03/2023;139338;3;Store 3;86;0.041415662650602404;;CMA3536
17708;23/03/2023;23/03/2023;139383;3;Store 3;74;0.24743975903614454;;CMA3536
17708;23/03/2023;23/03/2023;139885;3;Store 3;78;0.24740963855421685;;CMA3536
17708;23/03/2023;23/03/2023;139852;3;Store 3;10;0.09108433734939758;;CMA3536
17708;23/03/2023;23/03/2023;139547;3;Store 3;97;0.1564457831325301;;CMA3536
17708;23/03/2023;23/03/2023;139532;3;Store 3;34;0.1269277108433735;;CMA3536
17708;23/03/2023;23/03/2023;139335;3;Store 3;40;0.1669879518072289;;CMA3536
17708;23/03/2023;23/03/2023;139931;3;Store 3;68;0.11466867469879517;;CMA3536
17708;23/03/2023;23/03/2023;139733;3;Store 3;10;0.10192771084337349;;CMA3536
17708;23/03/2023;23/03/2023;139434;3;Store 3;31;0.02548192771084337;;CMA3536
17708;23/03/2023;23/03/2023;139897;3;Store 3;44;0.2597590361445783;;CMA3536
17708;23/03/2023;23/03/2023;139522;3;Store 3;91;0.08265060240963855;;CMA3536
17708;23/03/2023;23/03/2023;139726;3;Store 3;32;0.041325301204819274;;CMA3536
17708;23/03/2023;23/03/2023;139518;3;Store 3;67;0.035421686746987945;;CMA3536
17708;23/03/2023;23/03/2023;139648;3;Store 3;74;0.018253012048192768;;CMA3536
17708;23/03/2023;23/03/2023;139781;3;Store 3;89;0.1272289156626506;;CMA3536
17708;23/03/2023;23/03/2023;139808;3;Store 3;89;0.03626506024096385;;CMA3536
17708;23/03/2023;23/03/2023;139338;3;Store 3;47;0.14379518072289155;;CMA3536
17708;23/03/2023;23/03/2023;139842;3;Store 3;11;0.24578313253012046;;CMA3536
17708;23/03/2023;23/03/2023;139396;3;Store 3;39;0.46355421686746984;;CMA3536
17708;23/03/2023;23/03/2023;139512;3;Store 3;35;2.5963253012048186;;CMA3536
17708;23/03/2023;23/03/2023;139901;3;Store 3;55;0.10183734939759034;;CMA3536
17708;23/03/2023;23/03/2023;139622;3;Store 3;54;0.07644578313253012;;CMA3536
17708;23/03/2023;23/03/2023;139842;3;Store 3;79;4.018072289156627;;CMA3536
17708;23/03/2023;23/03/2023;139851;3;Store 3;42;2.2437650602409636;;CMA3536
17708;23/03/2023;23/03/2023;139529;3;Store 3;65;1.146144578313253;;CMA3536
17708;23/03/2023;23/03/2023;139647;3;Store 3;66;0.16620481927710842;;CMA3536
17708;23/03/2023;23/03/2023;139317;3;Store 3;26;0.2048192771084337;;CMA3536
17708;23/03/2023;23/03/2023;139572;3;Store 3;71;0.30930722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139640;3;Store 3;33;0.03180722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139599;3;Store 3;22;0.16174698795180723;;CMA3536
17708;23/03/2023;23/03/2023;139364;3;Store 3;75;0.10783132530120482;;CMA3536
17708;23/03/2023;23/03/2023;139389;3;Store 3;88;0.05391566265060241;;CMA3536
17708;23/03/2023;23/03/2023;139540;3;Store 3;78;0.5962650602409638;;CMA3536
17708;23/03/2023;23/03/2023;139884;3;Store 3;61;0.08518072289156625;;CMA3536
17708;23/03/2023;23/03/2023;139888;3;Store 3;40;0.25554216867469876;;CMA3536
17708;23/03/2023;23/03/2023;139435;3;Store 3;52;0.23572289156626502;;CMA3536
17708;23/03/2023;23/03/2023;139772;3;Store 3;49;0.1703614457831325;;CMA3536
17708;23/03/2023;23/03/2023;139348;3;Store 3;99;0.08518072289156625;;CMA3536
17708;23/03/2023;23/03/2023;139625;3;Store 3;37;0.024849397590361443;;CMA3536
17708;23/03/2023;23/03/2023;139452;3;Store 3;64;0.02650602409638554;;CMA3536
17708;23/03/2023;23/03/2023;139819;3;Store 3;81;0.1158433734939759;;CMA3536
17708;23/03/2023;23/03/2023;139753;3;Store 3;65;0.0716867469879518;;CMA3536
17708;23/03/2023;23/03/2023;139329;3;Store 3;27;0.015542168674698794;;CMA3536
17708;23/03/2023;23/03/2023;139547;3;Store 3;30;0.010843373493975902;;CMA3536
17708;23/03/2023;23/03/2023;139636;3;Store 3;67;0.03975903614457831;;CMA3536
17708;23/03/2023;23/03/2023;139443;3;Store 3;94;0.03975903614457831;;CMA3536
17708;23/03/2023;23/03/2023;139334;3;Store 3;51;0.018132530120481924;;CMA3536
17708;23/03/2023;23/03/2023;139457;3;Store 3;100;0.024879518072289154;;CMA3536
17708;23/03/2023;23/03/2023;139569;3;Store 3;34;0.018765060240963853;;CMA3536
17708;23/03/2023;23/03/2023;139444;3;Store 3;99;0.018765060240963853;;CMA3536
17708;23/03/2023;23/03/2023;139741;3;Store 3;57;0.024879518072289154;;CMA3536
17708;23/03/2023;23/03/2023;139488;3;Store 3;39;0.018765060240963853;;CMA3536
17708;23/03/2023;23/03/2023;139904;3;Store 3;63;0.7686746987951807;;CMA3536
17708;23/03/2023;23/03/2023;139913;3;Store 3;69;0.17385542168674697;;CMA3536
17708;23/03/2023;23/03/2023;139942;3;Store 3;83;0.16710843373493975;;CMA3536
17708;23/03/2023;23/03/2023;139311;3;Store 3;79;2.2376506024096385;;CMA3536
17708;23/03/2023;23/03/2023;139928;3;Store 3;59;0.2114457831325301;;CMA3536
17708;23/03/2023;23/03/2023;139676;3;Store 3;80;0.04879518072289157;;CMA3536
17708;23/03/2023;23/03/2023;139442;3;Store 3;22;0.15108433734939758;;CMA3536
17708;23/03/2023;23/03/2023;139671;3;Store 3;60;0.05734939759036144;;CMA3536
17708;23/03/2023;23/03/2023;139922;3;Store 3;71;0.025090361445783128;;CMA3536
17708;23/03/2023;23/03/2023;139410;3;Store 3;47;0.01792168674698795;;CMA3536
17708;23/03/2023;23/03/2023;139809;3;Store 3;59;0.426144578313253;;CMA3536
17708;23/03/2023;23/03/2023;139638;3;Store 3;76;0.14204819277108433;;CMA3536
17708;23/03/2023;23/03/2023;139548;3;Store 3;51;0.3359036144578313;;CMA3536
17708;23/03/2023;23/03/2023;139692;3;Store 3;55;0.09421686746987952;;CMA3536
17708;23/03/2023;23/03/2023;139412;3;Store 3;38;0.07373493975903614;;CMA3536
17708;23/03/2023;23/03/2023;139452;3;Store 3;22;1.5787951807228913;;CMA3536
17708;23/03/2023;23/03/2023;139423;3;Store 3;88;0.2922289156626506;;CMA3536
17708;23/03/2023;23/03/2023;139383;3;Store 3;31;0.28337349397590356;;CMA3536
17708;23/03/2023;23/03/2023;139563;3;Store 3;12;0.09740963855421686;;CMA3536
17708;23/03/2023;23/03/2023;139884;3;Store 3;92;0.48578313253012045;;CMA3536
17708;23/03/2023;23/03/2023;139730;3;Store 3;49;0.09740963855421686;;CMA3536
17708;23/03/2023;23/03/2023;139898;3;Store 3;52;1.190512048192771;;CMA3536
17708;23/03/2023;23/03/2023;139706;3;Store 3;14;0.42858433734939755;;CMA3536
17708;23/03/2023;23/03/2023;139408;3;Store 3;48;0.3809638554216867;;CMA3536
17708;23/03/2023;23/03/2023;139513;3;Store 3;51;0.22499999999999998;;CMA3536
17708;23/03/2023;23/03/2023;139613;3;Store 3;24;0.075;;CMA3536
17708;23/03/2023;23/03/2023;139395;3;Store 3;53;0.19518072289156627;;CMA3536
17708;23/03/2023;23/03/2023;139661;3;Store 3;29;0.16048192771084338;;CMA3536
17708;23/03/2023;23/03/2023;139675;3;Store 3;30;0.2239156626506024;;CMA3536
17708;23/03/2023;23/03/2023;139678;3;Store 3;17;0.11006024096385542;;CMA3536
17708;23/03/2023;23/03/2023;139609;3;Store 3;11;0.0780722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139769;3;Store 3;56;0.0780722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139680;3;Store 3;76;0.0780722891566265;;CMA3536
17708;23/03/2023;23/03/2023;139888;3;Store 3;46;0.04409638554216867;;CMA3536
17708;23/03/2023;23/03/2023;139479;3;Store 3;58;0.025722891566265057;;CMA3536
17708;23/03/2023;23/03/2023;139409;3;Store 3;81;0.025722891566265057;;CMA3536
17708;23/03/2023;23/03/2023;139903;3;Store 3;70;0.04825301204819277;;CMA3536
17708;23/03/2023;23/03/2023;139899;3;Store 3;90;0.04427710843373493;;CMA3536
17708;23/03/2023;23/03/2023;139631;3;Store 3;43;0.051506024096385536;;CMA3536
17708;23/03/2023;23/03/2023;139850;3;Store 3;97;0.051506024096385536;;CMA3536
17708;23/03/2023;23/03/2023;139792;3;Store 3;61;0.025301204819277105;;CMA3536
17708;23/03/2023;23/03/2023;139334;3;Store 3;14;0.025301204819277105;;CMA3536
17708;23/03/2023;23/03/2023;139931;3;Store 3;16;0.025301204819277105;;CMA3536
17708;23/03/2023;23/03/2023;139597;3;Store 3;42;0.04144578313253011;;CMA3536
17708;23/03/2023;23/03/2023;139727;3;Store 3;26;0.04662650602409638;;CMA3536
17708;23/03/2023;23/03/2023;139516;3;Store 3;32;0.04144578313253011;;CMA3536
17708;23/03/2023;23/03/2023;139507;3;Store 3;92;0.3171686746987951;;CMA3536
17708;23/03/2023;23/03/2023;139905;3;Store 3;76;0.3867469879518072;;CMA3536
17708;23/03/2023;23/03/2023;139448;3;Store 3;88;0.1577710843373494;;CMA3536
17708;23/03/2023;23/03/2023;139388;3;Store 3;98;0.1577710843373494;;CMA3536
13349;23/02/2023;23/02/2023;139320;3;Store 3;64;0.062168674698795175;;CMA3537
13349;23/02/2023;23/02/2023;139589;3;Store 3;91;0.04144578313253011;;CMA3537
13349;23/02/2023;23/02/2023;139353;3;Store 3;58;0.03551204819277108;;CMA3537
13349;23/02/2023;23/02/2023;139463;3;Store 3;35;0.03012048192771084;;CMA3537
13349;23/02/2023;23/02/2023;139338;3;Store 3;13;0.16602409638554214;;CMA3537
13349;23/02/2023;23/02/2023;139657;3;Store 3;12;0.16493975903614455;;CMA3537
13349;23/02/2023;23/02/2023;139443;3;Store 3;41;0.06409638554216868;;CMA3537
13349;23/02/2023;23/02/2023;139837;3;Store 3;22;0.10626506024096384;;CMA3537
13349;23/02/2023;23/02/2023;139526;3;Store 3;10;0.08560240963855421;;CMA3537
13349;23/02/2023;23/02/2023;139438;3;Store 3;61;0.1153012048192771;;CMA3537
13349;23/02/2023;23/02/2023;139662;3;Store 3;54;0.08069277108433734;;CMA3537
13349;23/02/2023;23/02/2023;139336;3;Store 3;82;0.06795180722891565;;CMA3537
13349;23/02/2023;23/02/2023;139720;3;Store 3;66;0.016987951807228913;;CMA3537
13349;23/02/2023;23/02/2023;139532;3;Store 3;99;0.17710843373493973;;CMA3537
13349;23/02/2023;23/02/2023;139599;3;Store 3;76;0.05903614457831325;;CMA3537
13349;23/02/2023;23/02/2023;139542;3;Store 3;64;0.029518072289156625;;CMA3537
13349;23/02/2023;23/02/2023;139899;3;Store 3;33;0.0236144578313253;;CMA3537
13349;23/02/2023;23/02/2023;139743;3;Store 3;59;0.01216867469879518;;CMA3537
13349;23/02/2023;23/02/2023;139919;3;Store 3;77;0.08674698795180721;;CMA3537
13349;23/02/2023;23/02/2023;139732;3;Store 3;71;0.025903614457831323;;CMA3537
13349;23/02/2023;23/02/2023;139645;3;Store 3;62;0.14379518072289155;;CMA3537
13349;23/02/2023;23/02/2023;139854;3;Store 3;74;0.163855421686747;;CMA3537
13349;23/02/2023;23/02/2023;139319;3;Store 3;93;0.30903614457831324;;CMA3537
13349;23/02/2023;23/02/2023;139580;3;Store 3;75;1.7440963855421687;;CMA3537
13349;23/02/2023;23/02/2023;139530;3;Store 3;56;0.07274096385542168;;CMA3537
13349;23/02/2023;23/02/2023;139798;3;Store 3;19;0.05096385542168674;;CMA3537
13349;23/02/2023;23/02/2023;139882;3;Store 3;20;2.7710843373493974;;CMA3537
13349;23/02/2023;23/02/2023;139420;3;Store 3;95;1.5199698795180723;;CMA3537
13349;23/02/2023;23/02/2023;139517;3;Store 3;63;0.7640963855421685;;CMA3537
13349;23/02/2023;23/02/2023;139546;3;Store 3;80;0.08310240963855421;;CMA3537
13349;23/02/2023;23/02/2023;139472;3;Store 3;32;0.14081325301204817;;CMA3537
13349;23/02/2023;23/02/2023;139471;3;Store 3;13;0.20620481927710843;;CMA3537
13349;23/02/2023;23/02/2023;139306;3;Store 3;37;0.023132530120481925;;CMA3537
13349;23/02/2023;23/02/2023;139829;3;Store 3;83;0.10783132530120482;;CMA3537
13349;23/02/2023;23/02/2023;139681;3;Store 3;95;0.05391566265060241;;CMA3537
13349;23/02/2023;23/02/2023;139938;3;Store 3;42;0.05391566265060241;;CMA3537
13349;23/02/2023;23/02/2023;139906;3;Store 3;38;0.4259036144578313;;CMA3537
13349;23/02/2023;23/02/2023;139315;3;Store 3;99;0.08518072289156625;;CMA3537
13349;23/02/2023;23/02/2023;139871;3;Store 3;28;0.25554216867469876;;CMA3537
13349;23/02/2023;23/02/2023;139524;3;Store 3;68;0.23572289156626502;;CMA3537
13349;23/02/2023;23/02/2023;139656;3;Store 3;38;0.1703614457831325;;CMA3537
13349;23/02/2023;23/02/2023;139396;3;Store 3;32;0.08518072289156625;;CMA3537
13349;23/02/2023;23/02/2023;139581;3;Store 3;21;0.016897590361445784;;CMA3537
13349;23/02/2023;23/02/2023;139806;3;Store 3;13;0.02650602409638554;;CMA3537
13349;23/02/2023;23/02/2023;139641;3;Store 3;61;0.03578313253012048;;CMA3537
13349;23/02/2023;23/02/2023;139830;3;Store 3;20;0.0772289156626506;;CMA3537
13349;23/02/2023;23/02/2023;139316;3;Store 3;38;0.051204819277108425;;CMA3537
13349;23/02/2023;23/02/2023;139454;3;Store 3;18;0.015542168674698794;;CMA3537
13349;23/02/2023;23/02/2023;139654;3;Store 3;14;0.007228915662650602;;CMA3537
13349;23/02/2023;23/02/2023;139935;3;Store 3;77;0.02650602409638554;;CMA3537
13349;23/02/2023;23/02/2023;139814;3;Store 3;86;0.02650602409638554;;CMA3537
13349;23/02/2023;23/02/2023;139796;3;Store 3;11;0.012951807228915662;;CMA3537
13349;23/02/2023;23/02/2023;139882;3;Store 3;57;0.017771084337349394;;CMA3537
13349;23/02/2023;23/02/2023;139400;3;Store 3;68;0.013403614457831324;;CMA3537
13349;23/02/2023;23/02/2023;139585;3;Store 3;12;0.013403614457831324;;CMA3537
13349;23/02/2023;23/02/2023;139789;3;Store 3;50;0.017771084337349394;;CMA3537
13349;23/02/2023;23/02/2023;139520;3;Store 3;34;0.013403614457831324;;CMA3537
13349;23/02/2023;23/02/2023;139521;3;Store 3;99;0.516867469879518;;CMA3537
13349;23/02/2023;23/02/2023;139472;3;Store 3;82;0.11590361445783132;;CMA3537
13349;23/02/2023;23/02/2023;139576;3;Store 3;37;0.16710843373493975;;CMA3537
13349;23/02/2023;23/02/2023;139520;3;Store 3;30;1.5005421686746987;;CMA3537
13349;23/02/2023;23/02/2023;139459;3;Store 3;13;0.2114457831325301;;CMA3537
13349;23/02/2023;23/02/2023;139310;3;Store 3;95;0.04879518072289157;;CMA3537
13349;23/02/2023;23/02/2023;139594;3;Store 3;31;0.15108433734939758;;CMA3537
13349;23/02/2023;23/02/2023;139533;3;Store 3;65;0.03942771084337349;;CMA3537
13349;23/02/2023;23/02/2023;139798;3;Store 3;71;0.01792168674698795;;CMA3537
13349;23/02/2023;23/02/2023;139554;3;Store 3;17;0.01433734939759036;;CMA3537
13349;23/02/2023;23/02/2023;139830;3;Store 3;97;0.28409638554216865;;CMA3537
13349;23/02/2023;23/02/2023;139771;3;Store 3;41;0.07102409638554216;;CMA3537
13349;23/02/2023;23/02/2023;139340;3;Store 3;90;0.2253012048192771;;CMA3537
13349;23/02/2023;23/02/2023;139561;3;Store 3;89;0.0655421686746988;;CMA3537
13349;23/02/2023;23/02/2023;139877;3;Store 3;92;0.049156626506024086;;CMA3537
13349;23/02/2023;23/02/2023;139487;3;Store 3;100;1.0525301204819277;;CMA3537
13349;23/02/2023;23/02/2023;139482;3;Store 3;37;0.19481927710843372;;CMA3537
13349;23/02/2023;23/02/2023;139708;3;Store 3;61;0.20240963855421684;;CMA3537
13349;23/02/2023;23/02/2023;139866;3;Store 3;44;0.09740963855421686;;CMA3537
13349;23/02/2023;23/02/2023;139819;3;Store 3;13;0.32385542168674697;;CMA3537
13349;23/02/2023;23/02/2023;139351;3;Store 3;42;0.09740963855421686;;CMA3537
13349;23/02/2023;23/02/2023;139741;3;Store 3;95;0.8095481927710843;;CMA3537
13349;23/02/2023;23/02/2023;139386;3;Store 3;76;0.33334337349397586;;CMA3537
13349;23/02/2023;23/02/2023;139392;3;Store 3;95;0.28572289156626507;;CMA3537
13349;23/02/2023;23/02/2023;139549;3;Store 3;90;0.22499999999999998;;CMA3537
13349;23/02/2023;23/02/2023;139730;3;Store 3;83;0.075;;CMA3537
13349;23/02/2023;23/02/2023;139572;3;Store 3;75;0.075;;CMA3537
13349;23/02/2023;23/02/2023;139912;3;Store 3;28;0.1463855421686747;;CMA3537
13349;23/02/2023;23/02/2023;139350;3;Store 3;59;0.04879518072289157;;CMA3537
13349;23/02/2023;23/02/2023;139678;3;Store 3;65;0.1069879518072289;;CMA3537
13349;23/02/2023;23/02/2023;139487;3;Store 3;83;0.14927710843373493;;CMA3537
13349;23/02/2023;23/02/2023;139533;3;Store 3;11;0.0697590361445783;;CMA3537
13349;23/02/2023;23/02/2023;139558;3;Store 3;18;0.1395180722891566;;CMA3537
13349;23/02/2023;23/02/2023;139358;3;Store 3;89;0.1395180722891566;;CMA3537
13349;23/02/2023;23/02/2023;139638;3;Store 3;43;0.0953012048192771;;CMA3537
13349;23/02/2023;23/02/2023;139398;3;Store 3;78;0.0953012048192771;;CMA3537
